,Secondary Display Type,Wireless Charging,Platform,Device Category,Brand,Pixel Density,Market Regions,Zoom,Display Type,ROM,Display Refresh Rate,CPU Clock,Sec. SIM Card Slot,Mass,Price,ppi,CPU Name,RAM,VidResolution,bluetooth
299,False,False,Android,Smartphone,BBK,269,Asia,1.0,Color IPS TFT LCD display,128,60,2200,True,0.186,172.7628,246.7190051371017,MediaTek Dimensity,6,2.0736,5.1
301,False,False,Android,Smartphone,Nokia,269,North America,1.0,Color IPS TFT LCD display,32,0,2000,False,0.1948,169.99,243.02862913460433,Qualcomm Snapdragon,3,2.0736,5.0
302,False,False,Android,Smartphone,Motorola,270,Asia,1.0,Color IPS TFT LCD display,128,120,2200,True,0.183,294.94050000000004,248.95070324701362,Qualcomm Snapdragon,4,2.0736,5.1
303,False,False,Android,Smartphone,Motorola,396,Asia,1.0,Color IPS TFT LCD display,128,144,2995,True,0.202,282.8028,370.34588607600307,Qualcomm Snapdragon,6,33.1776,5.2
304,False,True,Android,Smartphone,Samsung,425,North America,3.0,AM-OLED display,128,120,3360,False,0.168,799.99,402.65256146054804,Qualcomm Snapdragon,8,33.1776,5.3
305,False,False,iOS / iPadOS,Tablet,Apple,264,Asia,2.0,Color IPS TFT LCD display,128,120,3490,False,0.684,1650.4428,245.37763725444734,Apple M2,8,8.2944,5.3
306,False,False,Android,Tablet,HTC,224,Asia,1.0,Color IPS TFT LCD display,128,0,2000,True,0.53,271.864,198.4051374298423,UNISOC Tiger,8,2.0736,5.0
307,False,False,Android,Smartphone,Nokia,269,North America,1.0,Color IPS TFT LCD display,32,0,2000,False,0.19,155.0,243.02862913460433,Qualcomm Snapdragon,3,2.0736,5.0
308,False,False,Android,Smartphone,Nokia,273,North America,1.0,Color IPS TFT LCD display,32,0,2000,False,0.1716,99.0,246.60162180223767,MediaTek Helio,3,2.0736,5.0
309,False,True,Android,Smartphone,Samsung,425,Australia,3.0,AM-OLED display,256,120,3360,False,0.168,1070.5212,402.65256146054804,Qualcomm Snapdragon,8,33.1776,5.3
310,False,False,Android,Smartphone,Oppo,402,Asia,1.0,Color IPS TFT LCD display,128,120,2200,True,0.195,413.84590000000003,371.1513466393556,Qualcomm Snapdragon,8,2.0736,5.1
311,False,True,Android,Smartphone,BBK,518,Asia,2.0,AM-OLED display,256,144,3187,True,0.2105,785.8428,492.02115080933754,Qualcomm Snapdragon,8,33.1776,5.3
312,False,False,Android,Smartphone,Samsung,269,Central America,1.0,Color PLS TFT LCD display,64,0,2300,True,0.196,241.87380000000002,246.36178196397574,MediaTek Helio,4,2.0736,5.0
313,False,False,Android,Smartphone,Nokia,270,Central America,1.0,Color IPS TFT LCD display,128,0,2300,False,0.197,272.7504,245.44255622882076,MediaTek Helio,4,2.0736,5.0
314,False,True,Android,Smartphone,Meizu,516,Asia,2.0,AM-OLED display,256,120,3187,True,0.209,612.9228,492.15125659390895,Qualcomm Snapdragon,8,33.1776,5.3
315,False,False,Android,Smartphone,ZTE,269,Asia,1.0,Color IPS TFT LCD display,64,90,2200,True,0.191,141.3228,247.52177431449581,UNISOC Tanggula,4,2.0736,5.0
316,False,False,Android,Smartphone,ZTE,387,Asia,1.0,AM-OLED display,512,165,3190,True,0.215,864.4428,356.1500006228879,Qualcomm Snapdragon,16,33.1776,5.2
317,False,True,Android,Smartphone,OnePlus,526,Asia,2.0,AM-OLED display,256,120,3187,True,0.205,691.5228000000001,499.6061991568554,Qualcomm Snapdragon,16,33.1776,5.3
318,False,True,Android,Smartphone,Samsung,500,Asia,10.0,AM-OLED display,512,120,3360,False,0.234,1525.9948,477.86601107158776,Qualcomm Snapdragon,12,33.1776,5.3
319,False,False,Android,Smartphone,Motorola,270,South America,1.0,Color IPS TFT LCD display,128,90,2300,True,0.186,316.35380000000004,247.2201804831308,MediaTek Helio,4,2.0736,5.0
320,False,False,Android,Smartphone,BBK,398,Asia,2.0,AM-OLED display,128,120,2800,True,0.176,550.0428,375.86008478920957,Samsung Exynos,8,8.84736,5.1
321,False,False,Android,Smartphone,BBK,453,Africa,2.0,AM-OLED display,256,120,3050,True,0.202,870.9866000000001,432.8050516641867,MediaTek Dimensity,12,8.2944,5.3
322,False,True,Android,Smartphone,OnePlus,526,Asia,3.3,AM-OLED display,256,120,2995,True,0.2005,785.8428,500.0911433261816,Qualcomm Snapdragon,8,33.1776,5.2
323,False,False,Android,Smartphone,BBK,388,Asia,1.0,AM-OLED display,256,120,3190,True,0.182,471.44280000000003,370.66921325855174,Qualcomm Snapdragon,12,8.2944,5.2
324,True,True,Android,Smartphone,Samsung,401,Asia,2.9,AM-OLED display,256,120,3190,False,0.263,1772.8469,373.6788712424743,Qualcomm Snapdragon,12,33.1776,5.2
325,False,True,Android,Smartphone,Meizu,516,Asia,2.0,AM-OLED display,512,120,3187,True,0.209,754.4028000000001,492.15125659390895,Qualcomm Snapdragon,12,33.1776,5.3
326,False,False,Android,Smartphone,BBK,398,Asia,2.0,AM-OLED display,256,120,2995,True,0.2,629.666,377.0878238247458,Qualcomm Snapdragon,12,8.2944,5.2
327,False,False,Android,Smartphone,BBK,401,Asia,1.0,Color IPS TFT LCD display,128,90,2000,True,0.1855,266.92560000000003,371.13262432856624,Qualcomm Snapdragon,6,8.2944,5.1
328,False,False,iOS / iPadOS,Tablet,Apple,264,North America,2.0,Color IPS TFT LCD display,128,120,3194,False,0.685,1299.0,245.37763725444734,Apple M1,8,8.2944,5.0
329,False,False,Android,Smartphone,OnePlus,392,Asia,1.0,Color IPS TFT LCD display,128,120,2200,True,0.195,267.9866,367.06189547955915,Qualcomm Snapdragon,8,2.0736,5.1
330,False,True,Android,Smartphone,Samsung,500,North America,10.0,AM-OLED display,512,120,2995,True,0.228,1546.307988,478.33196406010677,Qualcomm Snapdragon,12,33.1776,5.2
331,False,False,Android,Smartphone,Sharp,404,Asia,1.0,AM-OLED display,128,120,2200,False,0.172,635.544,369.5594913445008,Qualcomm Snapdragon,6,8.2944,5.1
332,False,False,Android,Smartphone,Motorola,270,Australia,1.0,Color IPS TFT LCD display,64,90,1610,True,0.184,169.1852,247.2201804831308,UNISOC Tiger,4,2.0736,5.0
333,False,False,Android,Smartphone,Coolpad,269,Asia,1.0,Color IPS TFT LCD display,128,60,2000,True,0.1996,141.3228,246.3750447165448,MediaTek Helio,4,2.0736,5.0
334,False,True,Android,Smartphone,Samsung,393,Asia,3.0,AM-OLED display,128,120,2800,True,0.195,1254.3855,374.7037423206123,Samsung Exynos,8,33.1776,5.2
335,True,True,Android,Smartphone,Motorola,413,North America,1.0,AM-OLED display,256,165,3190,True,0.1885,999.99,389.20482087734354,Qualcomm Snapdragon,8,8.2944,5.3
336,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,256,120,2500,True,0.204,377.12280000000004,370.3142209807857,MediaTek Dimensity,8,8.2944,5.2
337,False,True,Android,Smartphone,Meizu,526,Asia,3.0,AM-OLED display,256,120,2995,True,0.189,785.8428,500.3285494919963,Qualcomm Snapdragon,8,33.1776,5.2
338,False,False,Android,Smartphone,Xiaomi,402,Africa,2.0,AM-OLED display,128,90,2400,True,0.158,472.61550000000005,376.61563412849597,Qualcomm Snapdragon,8,8.2944,5.2
339,False,True,Android,Smartphone,Xiaomi,526,Asia,1.0,AM-OLED display,256,120,3190,True,0.204,459.0,496.7932802572495,Qualcomm Snapdragon,12,33.1776,5.3
340,False,False,Android,Smartphone,BBK,388,Asia,1.0,AM-OLED display,256,120,3100,True,0.182,602.9866000000001,370.66921325855174,MediaTek Dimensity,8,8.2944,5.3
341,False,False,Android,Smartphone,OnePlus,394,Asia,1.0,AM-OLED display,128,120,2700,True,0.184,361.7866,374.2435940897209,Qualcomm Snapdragon,8,8.2944,5.2
342,False,False,Android,Smartphone,Samsung,401,Asia,1.0,Color PLS TFT LCD display,128,90,2400,False,0.195,331.738,367.50106696148276,Qualcomm Snapdragon,4,2.0736,5.0
343,False,False,Android,Smartphone,Xiaomi,409,Asia,1.0,AM-OLED display,64,0,2050,True,0.17880000000000001,227.78660000000002,377.8605512841649,MediaTek Helio,6,8.2944,5.0
344,False,False,iOS / iPadOS,Tablet,Apple,265,Asia,1.0,Color IPS TFT LCD display,64,60,2660,False,0.498,550.0428,224.74838650062605,Apple A13,3,2.0736,4.2
345,False,False,Android,Smartphone,BBK,388,Asia,2.0,AM-OLED display,128,120,3050,True,0.206,581.4828,368.7232373367974,MediaTek Dimensity,8,8.2944,5.3
346,False,False,Android,Smartphone,Xiaomi,409,Africa,1.0,AM-OLED display,256,90,2050,True,0.1795,271.25050000000005,379.5773247281369,MediaTek Helio,8,2.0736,5.0
347,False,True,Android,Smartphone,Xiaomi,521,Asia,5.0,AM-OLED display,512,120,3187,True,0.227,1021.6428000000001,496.7136752997839,Qualcomm Snapdragon,16,33.1776,5.3
348,False,False,Android,Smartphone,Oppo,269,North America,1.0,Color IPS TFT LCD display,64,60,2300,False,0.189,223.1504,248.07164700793982,MediaTek Helio,4,2.0736,5.3
349,False,True,Android,Smartphone,Google,513,Asia,4.0,AM-OLED display,128,120,2800,False,0.21,1061.06,483.2291791407261,Samsung Google,12,8.2944,5.2
350,False,False,Android,Smartphone,Motorola,402,Africa,1.0,AM-OLED display,128,144,2500,True,0.155,525.944159,380.2007586732279,Qualcomm Snapdragon,8,8.2944,5.2
351,False,False,Android,Smartphone,Samsung,269,Africa,1.0,Color PLS TFT LCD display,64,90,2000,True,0.195,214.38660000000002,245.29019285414367,Samsung Exynos,4,2.0736,5.0
352,False,False,Android,Smartphone,Oppo,269,Asia,1.0,Color IPS TFT LCD display,32,60,2300,True,0.19,152.9694,247.0294762684483,MediaTek Helio,3,2.0736,5.0
353,False,False,Android,Smartphone,Sony,450,Asia,3.0,AM-OLED display,128,120,2840,False,0.168,1030.6296,407.020794705434,Qualcomm Snapdragon,8,8.2944,5.2
354,False,False,Android,Smartphone,Huawei,395,Asia,1.0,AM-OLED display,128,120,2400,True,0.168,503.1864,375.0704088994739,Qualcomm Snapdragon,8,8.2944,5.2
355,False,False,Android,Smartphone,BBK,401,Asia,1.0,Color IPS TFT LCD display,128,0,2200,True,0.1998,235.64280000000002,371.67338369909316,MediaTek Dimensity,6,2.0736,5.1
356,False,False,Android,Smartphone,Huawei,260,Asia,1.0,Color IPS TFT LCD display,128,90,2200,True,0.198,204.2028,241.53021608040032,MediaTek Dimensity,6,2.0736,5.1
357,False,False,Android,Smartphone,Oppo,405,Asia,1.0,AM-OLED display,256,90,3190,True,0.188,707.2428,378.9809120530588,Qualcomm Snapdragon,12,8.2944,5.2
358,False,False,Android,Smartphone,Oppo,409,Asia,1.0,AM-OLED display,128,120,3000,True,0.18,345.6828,382.2190947567161,MediaTek Dimensity,8,8.2944,5.2
359,False,False,Android,Smartphone,Huawei,392,Asia,1.0,AM-OLED display,128,120,2400,True,0.175,424.2828,371.60404192047963,Qualcomm Snapdragon,8,8.2944,5.2
360,False,True,Android,Smartphone,Samsung,500,North America,10.0,AM-OLED display,1000,120,3360,False,0.234,1619.99,477.86601107158776,Qualcomm Snapdragon,12,33.1776,5.3
361,False,False,Android,Smartphone,Motorola,270,North America,1.0,Color IPS TFT LCD display,64,90,2200,False,0.204,399.99,244.9423425520159,MediaTek Dimensity,4,2.0736,5.1
362,False,False,Android,Smartphone,Oppo,392,Asia,1.0,Color IPS TFT LCD display,128,120,2200,True,0.19,366.894,371.93225200700306,Qualcomm Snapdragon,8,2.0736,5.1
363,False,True,Android,Smartphone,Samsung,425,North America,3.0,AM-OLED display,128,120,3360,False,0.168,799.99,402.65256146054804,Qualcomm Snapdragon,8,33.1776,5.3
364,True,True,Android,Smartphone,Samsung,425,Africa,1.0,AM-OLED display,128,120,3190,False,0.187,1382.7159000000001,402.1245566962048,Qualcomm Snapdragon,8,8.2944,5.2
365,False,False,Android,Smartphone,Xiaomi,352,Asia,1.0,Color IPS TFT LCD display,128,90,2200,True,0.2,188.4828,325.30265597402706,MediaTek Dimensity,4,2.0736,5.1
366,False,False,Android,Smartphone,Oppo,269,Asia,1.0,Color IPS TFT LCD display,128,90,2000,True,0.188,294.7866,248.89393363592671,MediaTek Dimensity,8,2.0736,5.3
367,True,True,Android,Smartphone,Samsung,401,North America,2.9,AM-OLED display,512,120,3190,False,0.263,1919.99,373.6788712424743,Qualcomm Snapdragon,12,33.1776,5.2
368,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,128,120,2995,True,0.21,518.6028,372.01397739746824,Qualcomm Snapdragon,8,8.2944,5.2
369,True,False,Android,Smartphone,Microsoft,400,North America,1.9,AM-OLED display,256,90,2842,False,0.284,1599.99,342.8267000501952,Qualcomm Snapdragon,8,8.2944,5.1
370,True,False,Android,Smartphone,Oppo,403,Asia,1.0,AM-OLED display,256,120,3200,True,0.191,1.1391288,381.7464512879522,MediaTek Dimensity,8,8.2944,5.3
371,False,False,Android,Smartphone,Xiaomi,402,Africa,1.0,AM-OLED display,128,120,2400,True,0.173,449.0,380.85044623168477,Qualcomm Snapdragon,8,8.2944,5.2
372,False,True,Android,Smartphone,BBK,518,Asia,5.0,AM-OLED display,256,120,2995,True,0.213,864.4428,492.6670582890054,Qualcomm Snapdragon,8,33.1776,5.2
373,False,True,Android,Smartphone,Xiaomi,395,Asia,5.0,AM-OLED display,512,120,2995,True,0.225,990.2028,372.91878477449774,Qualcomm Snapdragon,12,33.1776,5.2
374,False,False,Android,Smartphone,BBK,401,Asia,1.0,Color IPS TFT LCD display,128,120,2200,True,0.185,267.866,371.0257406931899,Qualcomm Snapdragon,4,2.0736,5.1
375,False,True,Android,Smartphone,Sony,643,Asia,1.5,AM-OLED display,256,120,2995,True,0.187,1736.9352000000001,590.6608024367538,Qualcomm Snapdragon,12,8.2944,5.2
376,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,256,120,2000,True,0.188,267.0828,366.19130205326576,Qualcomm Snapdragon,8,2.0736,5.1
377,False,False,Android,Smartphone,Oppo,526,Asia,1.0,AM-OLED display,512,120,2995,True,0.199,785.8428,498.6599553092022,Qualcomm Snapdragon,12,33.1776,5.2
378,False,False,Android,Smartphone,Samsung,269,Central America,1.0,Color PLS TFT LCD display,32,0,2320,True,0.192,148.7008,245.88658653274302,MediaTek Helio,3,2.0736,5.0
379,False,False,Android,Smartphone,BBK,398,Asia,1.0,AM-OLED display,256,120,2842,True,0.197,502.88280000000003,370.9323270848778,Qualcomm Snapdragon,12,8.2944,5.2
380,False,False,Android,Smartphone,Sony,458,Asia,2.0,AM-OLED display,128,60,2200,False,0.161,681.408,416.9305182668187,Qualcomm Snapdragon,6,2.0736,5.1
381,False,False,Android,Smartphone,BBK,269,Asia,1.0,Color IPS TFT LCD display,32,0,1960,True,0.191,147.266,245.86286173441448,Qualcomm Snapdragon,3,2.0736,4.2
382,False,False,Android,Smartphone,Oppo,402,Asia,1.0,AM-OLED display,256,90,3000,True,0.18,581.4828,383.4903638747529,MediaTek Dimensity,8,8.2944,5.2
383,False,False,iOS / iPadOS,Tablet,Apple,265,Africa,2.0,Color IPS TFT LCD display,1000,120,3194,False,0.466,1976.9305000000002,242.39312551520166,Apple M1,16,8.2944,5.0
384,False,False,Android,Smartphone,Samsung,401,North America,1.0,Color PLS TFT LCD display,32,60,2000,False,0.195,199.0,368.4758582621616,Samsung Exynos,3,2.0736,5.0
385,False,False,Android,Tablet,Samsung,266,Asia,1.0,AM-OLED display,256,120,2995,False,0.572,1267.4343,246.91033014897363,Qualcomm Snapdragon,12,8.2944,5.2
386,False,True,Android,Smartphone,Samsung,425,Australia,3.0,AM-OLED display,128,120,2995,False,0.167,848.8812,403.64753336144287,Qualcomm Snapdragon,8,33.1776,5.2
387,False,True,Android,Smartphone,OnePlus,526,Asia,3.3,AM-OLED display,128,120,2995,True,0.2005,738.6828,500.0911433261816,Qualcomm Snapdragon,8,33.1776,5.2
388,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,256,120,2600,True,0.187,428.7866,371.88000167791574,MediaTek Dimensity,8,8.2944,5.2
389,False,False,Android,Smartphone,ZTE,387,Asia,1.0,AM-OLED display,512,120,2995,True,0.235,1021.6428000000001,364.73858305591466,Qualcomm Snapdragon,18,33.1776,5.2
390,False,False,Android,Smartphone,Sharp,269,Asia,1.0,Color IPS TFT LCD display,64,60,2000,True,0.19,177.9288,245.35594506939853,MediaTek Helio,4,2.0736,5.0
391,False,False,Android,Smartphone,Oppo,394,Asia,1.0,AM-OLED display,256,120,2600,True,0.1725,542.64,377.95113061506015,MediaTek Dimensity,12,8.2944,5.2
392,False,False,Android,Smartphone,BBK,398,Asia,2.0,AM-OLED display,128,120,3190,True,0.176,569.5287999999999,375.86914440773666,Qualcomm Snapdragon,8,8.2944,5.1
393,False,True,Android,Smartphone,Motorola,395,Asia,2.0,AM-OLED display,128,165,3187,True,0.199,534.3228,376.95300164589395,Qualcomm Snapdragon,8,33.1776,5.3
394,False,False,Android,Smartphone,Oppo,394,Asia,1.0,Color IPS TFT LCD display,128,120,2200,True,0.171,391.5288,376.0583938470794,Qualcomm Snapdragon,8,2.0736,5.1
395,False,True,Android,Smartphone,Motorola,395,North America,2.0,AM-OLED display,512,165,3187,True,0.203,799.0,376.95300164589395,Qualcomm Snapdragon,8,33.1776,5.3
396,False,False,Android,Smartphone,Xiaomi,268,Asia,1.0,Color IPS TFT LCD display,128,0,2000,True,0.192,125.6028,246.8327891987787,MediaTek Helio,4,2.0736,5.1
397,False,False,Android,Smartphone,Xiaomi,409,Asia,1.0,Color IPS TFT LCD display,256,144,2850,True,0.2,482.38660000000004,379.71757448805374,MediaTek Dimensity,8,8.2944,5.3
398,False,True,Android,Smartphone,BBK,518,Asia,5.0,AM-OLED display,256,120,3050,True,0.219,943.0428,492.4908953792472,MediaTek Dimensity,12,33.1776,5.3
399,False,False,Android,Smartphone,Sharp,436,Asia,1.0,AM-OLED display,128,120,2200,False,0.158,541.45,403.8980238021673,Qualcomm Snapdragon,6,8.2944,5.1
400,False,False,Android,Smartphone,Caterpillar,293,Central America,1.0,Color IPS TFT LCD display,32,0,1800,True,0.22119999999999998,299.0,228.68029912754494,MediaTek Helio,3,2.0736,5.0
401,False,False,Android,Tablet,Xiaomi,275,Asia,1.0,Color IPS TFT LCD display,256,120,3190,False,0.515,487.1628,252.11206084428355,Qualcomm Snapdragon,8,8.2944,5.2
402,False,False,Android,Smartphone,Samsung,269,North America,1.0,Color PLS TFT LCD display,64,90,2200,False,0.195,249.99,245.6494623931455,MediaTek Dimensity,4,2.0736,5.0
403,False,False,Android,Smartphone,Sony,449,Asia,2.0,AM-OLED display,128,60,2200,True,0.159,727.272,411.4295599027099,Qualcomm Snapdragon,6,2.0736,5.1
404,False,True,iOS / iPadOS,Smartphone,Apple,460,Africa,2.0,AM-OLED display,512,60,3233,True,0.172,1645.2705,434.1204188427978,Apple A15,6,8.2944,5.3
405,False,False,Android,Smartphone,Oppo,405,Asia,1.0,Color IPS TFT LCD display,128,90,2200,True,0.185,296.17769999999996,373.68335763620564,MediaTek Dimensity,8,2.0736,5.0
406,False,False,Android,Smartphone,Nokia,269,Asia,1.0,Color IPS TFT LCD display,32,0,1610,True,0.19619999999999999,164.64550000000003,238.43470000421684,"UNISOC SC9863A,",2,0.9216,4.2
407,False,False,Android,Smartphone,Huawei,392,Asia,1.0,Color IPS TFT LCD display,256,60,2200,True,0.175,314.2428,371.63485796221124,MediaTek Dimensity,12,2.0736,5.1
408,False,True,Android,Smartphone,Xiaomi,521,Asia,5.0,AM-OLED display,1000,120,3187,True,0.227,1147.4028,496.7136752997839,Qualcomm Snapdragon,16,33.1776,5.3
409,False,False,Android,Smartphone,Nokia,409,Africa,1.0,AM-OLED display,128,90,2200,True,0.185,626.6005,381.4561632519195,Qualcomm Snapdragon,6,2.0736,5.1
410,False,False,Android,Smartphone,Oppo,269,Africa,1.0,Color IPS TFT LCD display,64,60,2300,True,0.187,168.3891,248.9750742676356,MediaTek Helio,4,2.0736,5.3
411,False,False,Android,Smartphone,ZTE,401,Asia,5.7,AM-OLED display,512,120,2995,True,0.204,911.4456,385.6777262935552,Qualcomm Snapdragon,12,33.1776,5.2
412,False,True,Android,Smartphone,Samsung,393,Australia,3.0,AM-OLED display,256,120,3360,False,0.195,1218.2812000000001,373.56180884599917,Qualcomm Snapdragon,8,33.1776,5.3
413,False,False,Android,Smartphone,Xiaomi,526,Asia,1.0,AM-OLED display,512,120,2849,True,0.201,487.1628,495.16602870498707,MediaTek Dimensity,12,8.2944,5.3
414,False,False,Android,Smartphone,Huawei,385,Asia,1.0,Color IPS TFT LCD display,256,120,2200,True,0.189,314.2428,364.6818299791296,Qualcomm Snapdragon,8,2.0736,5.1
415,False,False,Android,Smartphone,BBK,395,Asia,1.0,Color IPS TFT LCD display,128,60,2300,True,0.19,219.9228,365.2015109255166,Qualcomm Snapdragon,8,8.2944,5.1
416,False,False,Android,Smartphone,Lenovo,395,Asia,1.0,AM-OLED display,128,144,3190,True,0.209,466.884,369.6307528813755,Qualcomm Snapdragon,8,33.1776,5.1
417,False,False,Android,Smartphone,BBK,518,Asia,2.0,AM-OLED display,256,144,3187,True,0.208,691.5228000000001,489.7678022456687,Qualcomm Snapdragon,12,33.1776,5.3
418,False,False,iOS / iPadOS,Tablet,Apple,264,Africa,2.0,Color IPS TFT LCD display,2000,120,3490,False,0.684,3581.9280000000003,245.37763725444734,Apple M2,16,8.2944,5.3
419,False,False,Android,Smartphone,Oppo,269,Asia,1.0,Color IPS TFT LCD display,256,90,2400,True,0.186,204.2028,248.85940466353819,MediaTek Dimensity,8,2.0736,5.1
420,False,True,Android,Smartphone,Meizu,516,Asia,2.0,AM-OLED display,128,120,3187,True,0.209,628.6428000000001,492.15125659390895,Qualcomm Snapdragon,12,33.1776,5.3
421,False,False,Android,Smartphone,BBK,398,Asia,2.0,AM-OLED display,256,120,2800,True,0.176,597.2028,375.86008478920957,Samsung Exynos,8,8.84736,5.1
422,False,False,Android,Smartphone,Samsung,401,Africa,1.0,Color PLS TFT LCD display,64,60,2000,True,0.195,247.76600000000002,368.4758582621616,Samsung Exynos,4,2.0736,5.0
423,False,False,Android,Smartphone,Meizu,294,Asia,1.0,Color IPS TFT LCD display,16,0,1500,True,0.139,176.49050000000003,236.0176250074426,"MediaTek MT6750,",2,2.0736,4.1
424,False,False,Android,Smartphone,BBK,270,Asia,1.0,Color IPS TFT LCD display,128,60,2400,True,0.182,220.6488,246.18480159604127,Qualcomm Snapdragon,6,2.0736,5.0
425,False,False,Android,Smartphone,Oppo,413,Asia,1.0,AM-OLED display,128,90,2200,True,0.175,416.78000000000003,380.3355823062248,Qualcomm Snapdragon,6,2.0736,5.1
426,False,False,Android,Smartphone,BBK,270,Asia,1.0,Color IPS TFT LCD display,128,60,2400,True,0.182,190.33769999999998,246.18480159604127,Qualcomm Snapdragon,4,8.2944,5.0
427,False,True,Android,Smartphone,Google,429,North America,1.0,AM-OLED display,128,60,2800,False,0.178,449.0,397.2283807728864,Samsung Google,6,8.2944,5.2
428,False,False,Android,Smartphone,ZTE,400,Asia,1.0,AM-OLED display,256,120,3360,True,0.228,691.5228000000001,381.8822654072761,Qualcomm Snapdragon,8,33.1776,5.3
429,True,True,Android,Smartphone,Samsung,388,Asia,2.0,AM-OLED display,256,120,2842,False,0.272,2162.1600000000003,357.0787401361294,Qualcomm Snapdragon,12,8.2944,5.2
430,False,False,Android,Smartphone,OnePlus,394,Asia,1.0,AM-OLED display,128,120,3190,True,0.2035,870.5989000000001,373.7639849027195,Qualcomm Snapdragon,8,8.2944,5.2
431,False,False,Android,Smartphone,Oppo,410,Asia,1.0,AM-OLED display,256,90,2500,True,0.182,409.2891,379.4443684445006,MediaTek Dimensity,8,8.2944,5.2
432,False,False,Android,Smartphone,Huawei,397,Asia,1.0,AM-OLED display,256,120,3000,True,0.188,644.3628,380.891729715319,Qualcomm Snapdragon,12,8.2944,5.2
433,False,False,Android,Smartphone,Xiaomi,399,Africa,1.0,Color IPS TFT LCD display,64,90,2400,True,0.195,235.71550000000002,370.83667407536257,MediaTek Dimensity,4,2.0736,5.1
434,False,True,Android,Smartphone,Samsung,500,North America,10.0,AM-OLED display,128,120,2995,True,0.228,1321.971988,478.33196406010677,Qualcomm Snapdragon,8,33.1776,5.2
435,False,False,Android,Smartphone,ZTE,400,Asia,1.0,AM-OLED display,512,120,3360,True,0.23,911.6028,381.8822654072761,Qualcomm Snapdragon,16,33.1776,5.3
436,False,False,Android,Smartphone,Oppo,401,Asia,1.0,Color IPS TFT LCD display,128,90,2400,True,0.189,200.866,370.87930822735933,Qualcomm Snapdragon,6,2.0736,5.0
437,False,False,iOS / iPadOS,Tablet,Apple,264,Asia,2.0,Color IPS TFT LCD display,256,120,3194,False,0.684,1650.4428,245.37763725444734,Apple M1,8,8.2944,5.0
438,False,False,Android,Smartphone,TCL,269,Eastern Europe,1.0,Color IPS TFT LCD display,64,60,2000,True,0.19,176.49050000000003,247.6133373158747,MediaTek Helio,4,2.0736,5.1
439,False,True,Android,Smartphone,Samsung,393,North America,3.0,AM-OLED display,256,120,3360,False,0.196,1121.671988,373.56180884599917,Qualcomm Snapdragon,8,33.1776,5.3
440,False,False,Android,Smartphone,Xiaomi,465,Asia,1.0,Color IPS TFT LCD display,64,90,2000,True,0.192,200.9866,428.9233084592393,MediaTek Helio,4,2.0736,5.1
441,False,False,Android,Smartphone,BBK,398,Asia,1.0,AM-OLED display,256,120,2995,True,0.194,518.6028,371.55280019946326,Qualcomm Snapdragon,12,8.2944,5.2
442,False,False,Android,Smartphone,Samsung,269,Africa,1.0,Color PLS TFT LCD display,32,0,2320,True,0.192,122.3694,245.88658653274302,MediaTek Helio,3,2.0736,5.0
443,False,False,Android,Smartphone,BBK,388,Asia,1.0,AM-OLED display,256,120,3100,True,0.193,361.4028,367.5626477757301,MediaTek Dimensity,8,8.2944,5.3
444,False,False,Android,Smartphone,BBK,401,Asia,1.0,Color IPS TFT LCD display,256,60,2400,True,0.204,251.36280000000002,371.67338369909316,MediaTek Dimensity,8,2.0736,5.1
445,False,False,Android,Smartphone,Samsung,401,Eastern Europe,1.0,Color PLS TFT LCD display,128,60,2000,True,0.201,271.25050000000005,362.4354725582192,MediaTek Helio,4,2.0736,5.3
446,False,False,Android,Smartphone,BBK,409,Asia,1.0,AM-OLED display,256,90,2600,True,0.175,471.44280000000003,383.05549539264706,MediaTek Dimensity,8,8.2944,5.2
447,False,True,Android,Smartphone,Xiaomi,526,Asia,1.0,AM-OLED display,256,120,3190,True,0.204,439.0,496.7932802572495,Qualcomm Snapdragon,8,33.1776,5.3
448,False,True,Android,Smartphone,Samsung,500,Asia,10.0,AM-OLED display,256,120,3360,False,0.234,1798.797,477.86601107158776,Qualcomm Snapdragon,12,33.1776,5.3
449,False,False,Android,Smartphone,Oppo,392,Asia,1.0,Color IPS TFT LCD display,256,120,2200,True,0.19,298.5228,371.93225200700306,Qualcomm Snapdragon,12,2.0736,5.1
450,False,False,Android,Smartphone,Huawei,385,Asia,1.0,Color IPS TFT LCD display,256,90,2400,True,0.193,282.8028,367.56606652535095,Qualcomm Snapdragon,8,2.0736,5.0
451,False,False,Android,Smartphone,Samsung,401,Australia,1.0,AM-OLED display,128,120,2400,False,0.202,516.4212,372.334041205365,Samsung Exynos,6,8.2944,5.3
452,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,256,120,2500,True,0.207,345.6828,370.3142209807857,MediaTek Dimensity,8,8.2944,5.2
453,False,False,Android,Smartphone,ZTE,387,Asia,1.0,AM-OLED display,256,165,2842,True,0.22,691.5228000000001,359.87660215575073,Qualcomm Snapdragon,12,33.1776,5.1
